~id,~label,phone_number:string,city:string,state:string,zipcode:string,country:string,birthdate:string,plan_start_dt:string,latitude:string,longitude:string
9098611012,user,9098611012,Lomita,California,90717,United States,1994-03-16,2023-05-17,33.7933,-118.3175
9098611014,user,9098611014,Nitta Yuma,Mississippi,39159,United States,1986-06-20,2015-09-18,33.0236,-90.8487
9098611010,user,9098611010,North Washington,Iowa,50659,United States,1978-09-21,2022-11-15,43.1171,-92.4151
9098611004,user,9098611004,New Chicago,Indiana,46342,United States,1987-08-26,2018-03-24,41.5587,-87.2718
9098611019,user,9098611019,Tarrant,Alabama,35217,United States,2000-11-12,2020-06-17,33.5945,-86.7685
9098611011,user,9098611011,Tallassee,Alabama,36078,United States,1979-07-08,2023-10-27,32.5315,-85.8903
9098611018,user,9098611018,Lowes Island,Virginia,20165,United States,1974-04-24,2016-08-02,39.0471,-77.3524
9098611000,user,9098611000,Poncha Springs,Colorado,81201,United States,1994-02-09,2023-09-14,38.514,-106.0944
9098611008,user,9098611008,Palominas,Arizona,85615,United States,1982-02-03,2017-03-08,31.3839,-110.1212
9098611013,user,9098611013,Eastman,Wisconsin,54626,United States,1993-05-03,2018-09-24,43.1622,-91.0254
9098611009,user,9098611009,North Druid Hills,Georgia,30324,United States,1983-02-19,2016-01-25,33.8185,-84.3254
8082301008,user,8082301008,La Platte,Nebraska,68123,United States,1972-02-17,2015-06-15,41.0718,-95.9255
8082301003,user,8082301003,Arco,Minnesota,56113,United States,1970-01-11,2016-01-18,44.3838,-96.1826
8082301002,user,8082301002,Newton Hamilton,Pennsylvania,17066,United States,1974-10-20,2021-07-09,40.3925,-77.8354
8082301009,user,8082301009,Laird,Colorado,80758,United States,2000-08-13,2016-02-17,40.0819,-102.102
8082301006,user,8082301006,K. I. Sawyer,Michigan,49841,United States,1990-02-10,2023-06-13,46.3299,-87.3673
8082301005,user,8082301005,Huntsdale,Missouri,65203,United States,1988-04-01,2016-09-14,38.912,-92.4787
8082301000,user,8082301000,Crescent City,Illinois,60928,United States,1996-10-21,2023-05-01,40.7716,-87.8564
8082301010,user,8082301010,Cathay,North Dakota,58422,United States,1982-05-24,2018-01-25,47.5542,-99.4108
8082301004,user,8082301004,Suisun City,California,94585,United States,1971-12-11,2023-04-15,38.2473,-122.0091
8082301001,user,8082301001,Warner Valley,California,96020,United States,1987-10-07,2017-09-04,40.3955,-121.3174
8082301007,user,8082301007,Oak Trail Shores,Texas,76048,United States,1986-10-21,2019-11-06,32.4885,-97.8357
1238901002,user,1238901002,Coaldale,Colorado,81222,United States,1994-12-05,2021-06-14,38.3558,-105.8131
1238901006,user,1238901006,Old River,California,93311,United States,1991-10-01,2015-10-08,35.2671,-119.1055
1238901001,user,1238901001,Beaman,Iowa,50609,United States,1985-04-18,2017-02-27,42.2203,-92.8221
1238901000,user,1238901000,Valley City,Illinois,62340,United States,1980-07-18,2023-07-09,39.7067,-90.6508
1238901005,user,1238901005,Langley Park,Maryland,20903,United States,1991-12-25,2018-09-01,38.9897,-76.9808
1238901007,user,1238901007,Olancha,California,93549,United States,1980-10-10,2021-02-24,36.2704,-118.0015
1238901004,user,1238901004,El Prado Estates,Arizona,85365,United States,1972-11-05,2015-09-09,32.7062,-114.5215
1238901003,user,1238901003,Mendocino,California,95460,United States,1980-06-12,2021-05-14,39.311,-123.7908
4567601006,user,4567601006,Newberg,Oregon,97132,United States,2000-10-18,2021-05-15,45.3075,-122.9601
4567601000,user,4567601000,Gurnee,Illinois,60031,United States,1971-08-19,2020-08-05,42.3708,-87.9392
4567601001,user,4567601001,Claverack-Red Mills,New York,12513,United States,1985-10-26,2016-05-06,42.2264,-73.7268
4567601002,user,4567601002,Piperton,Tennessee,38066,United States,1984-11-26,2017-09-27,35.0512,-89.6091
4567601009,user,4567601009,Pine Lake,Arizona,86401,United States,1988-05-15,2023-12-21,35.0887,-113.874
4567601005,user,4567601005,Stark City,Missouri,64866,United States,1999-03-07,2022-05-16,36.8629,-94.1863
4567601003,user,4567601003,Stonington,Illinois,62567,United States,1976-12-28,2016-12-27,39.6385,-89.1921
4567601004,user,4567601004,Los Angeles,Texas,78580,United States,1997-08-18,2023-04-07,26.4947,-97.7862
4567601008,user,4567601008,Lemon Hill,California,95824,United States,1997-04-23,2015-05-02,38.5172,-121.4573
4567601007,user,4567601007,Keefton,Oklahoma,74403,United States,1989-12-18,2023-03-03,35.5772,-95.3065
1118161000,user,1118161000,Winnfield,Louisiana,71483,United States,1980-12-26,2017-10-11,31.924,-92.6425
1118161004,user,1118161004,Kellnersville,Wisconsin,54215,United States,1996-06-21,2020-05-08,44.2253,-87.8021
1118161002,user,1118161002,Silverstreet,South Carolina,29145,United States,1979-07-14,2022-02-18,34.2177,-81.7146
1118161001,user,1118161001,Yelm,Washington,98597,United States,1982-11-01,2023-06-12,46.9398,-122.6262
1118161009,user,1118161009,Ault,Colorado,80610,United States,1970-08-08,2019-09-07,40.5893,-104.7392
1118161008,user,1118161008,Glenburn,North Dakota,58740,United States,1995-10-24,2019-03-19,48.5136,-101.2211
1118161014,user,1118161014,Rumson,New Jersey,07760,United States,1995-05-02,2022-08-12,40.3626,-74.0046
1118161011,user,1118161011,Varnell,Georgia,30756,United States,1973-08-26,2023-08-13,34.9015,-84.9645
1118161003,user,1118161003,Washtucna,Washington,99371,United States,1982-10-23,2022-01-27,46.7539,-118.3106
1118161006,user,1118161006,Pleasant Lake,Indiana,46779,United States,1982-05-25,2018-09-23,41.5753,-85.0161
1118161012,user,1118161012,Cissna Park,Illinois,60924,United States,1979-01-23,2017-06-04,40.567,-87.8922
1118161013,user,1118161013,Four Corners,Montana,59771,United States,1998-02-10,2021-06-20,45.6697,-111.1785
1118161005,user,1118161005,Presidio,Texas,79845,United States,1986-06-28,2018-07-09,29.5603,-104.3653
1118161010,user,1118161010,Snowslip,Montana,59916,United States,1995-02-22,2021-04-22,48.2648,-113.446
1118161007,user,1118161007,Orocovis,Puerto Rico,00720,United States,1974-04-02,2021-02-22,18.2258,-66.3902
2221081002,user,2221081002,Unionville,Nevada,89418,United States,1987-07-16,2022-05-28,40.4467,-118.1229
2221081008,user,2221081008,Paukaa,Hawaii,96720,United States,1985-01-18,2021-12-23,19.7625,-155.0931
2221081006,user,2221081006,Davidsville,Pennsylvania,15928,United States,1973-07-19,2017-01-02,40.2348,-78.9356
2221081005,user,2221081005,Fellsmere,Florida,32948,United States,1970-07-26,2017-09-19,27.7241,-80.5974
2221081007,user,2221081007,Intercourse,Pennsylvania,17572,United States,1970-02-07,2019-06-09,40.0379,-76.1081
2221081009,user,2221081009,Malone,Washington,98559,United States,1996-10-16,2023-08-17,46.9779,-123.3035
2221081003,user,2221081003,Flournoy,California,96029,United States,1975-10-20,2017-01-13,39.9284,-122.4458
2221081004,user,2221081004,Swift Trail Junction,Arizona,85546,United States,1997-08-18,2020-02-24,32.7305,-109.7148
2221081001,user,2221081001,Hope Valley,Rhode Island,02832,United States,1987-04-01,2023-07-21,41.5151,-71.7201
2221081000,user,2221081000,Monson Center,Massachusetts,01057,United States,1985-10-19,2017-10-09,42.099,-72.3048
3333671005,user,3333671005,Hodges,South Carolina,29653,United States,1996-02-24,2015-06-11,34.2876,-82.248
3333671007,user,3333671007,Doniphan,Nebraska,68832,United States,1971-05-12,2022-08-06,40.7742,-98.3708
3333671008,user,3333671008,Livengood,Alaska,99790,United States,1995-09-22,2018-09-15,65.4817,-148.4171
3333671000,user,3333671000,Volant,Pennsylvania,16156,United States,1976-04-03,2021-10-28,41.1132,-80.2589
3333671012,user,3333671012,Barranquitas,Puerto Rico,00794,United States,1990-09-12,2015-10-26,18.1848,-66.3102
3333671013,user,3333671013,Delaware Park,New Jersey,08865,United States,1987-03-15,2016-10-13,40.7051,-75.1883
3333671002,user,3333671002,Windham,Montana,59479,United States,1984-07-08,2015-11-21,47.0781,-110.1386
3333671014,user,3333671014,Cowen,West Virginia,26206,United States,1998-09-19,2022-01-16,38.411,-80.5542
3333671011,user,3333671011,Meta,Missouri,65058,United States,1998-01-11,2021-06-28,38.3122,-92.1656
3333671010,user,3333671010,Berkley,Iowa,50220,United States,1970-08-23,2018-07-05,41.9465,-94.1136
3333671006,user,3333671006,Beaconsfield,Iowa,50074,United States,1999-04-27,2019-08-09,40.8075,-94.0507
3333671001,user,3333671001,Peppertown,Indiana,47030,United States,1981-12-25,2022-04-27,39.3989,-85.1741
3333671009,user,3333671009,Willow,Oklahoma,73673,United States,1986-04-09,2023-02-19,35.0515,-99.5098
3333671015,user,3333671015,Sweet Water,Alabama,36782,United States,1974-05-04,2015-06-25,32.1046,-87.8619
3333671004,user,3333671004,Seaside Park,New Jersey,08752,United States,1994-01-10,2021-01-26,39.9264,-74.0785
3333671003,user,3333671003,Nevada City,California,95959,United States,1993-06-01,2016-06-13,39.2607,-121.0231
4441291012,user,4441291012,Las Maravillas,New Mexico,87031,United States,1992-11-24,2017-07-16,34.734,-106.669
4441291004,user,4441291004,Dering Harbor,New York,11964,United States,1984-10-12,2015-06-25,41.0933,-72.3418
4441291002,user,4441291002,Veguita,New Mexico,87062,United States,1970-01-01,2023-07-24,34.5146,-106.7679
4441291000,user,4441291000,Davis City,Iowa,50065,United States,1979-06-25,2015-08-23,40.64,-93.8126
4441291013,user,4441291013,Cromberg,California,96103,United States,1986-09-11,2020-06-12,39.8684,-120.6904
4441291001,user,4441291001,Juncos,Puerto Rico,00777,United States,1977-04-28,2021-06-28,18.2256,-65.9161
4441291009,user,4441291009,Denmark,Iowa,52627,United States,1992-02-08,2022-05-13,40.7385,-91.3381
4441291010,user,4441291010,Blountsville,Indiana,47354,United States,1999-08-01,2021-08-19,40.0598,-85.2384
4441291006,user,4441291006,Rackerby,California,95914,United States,1990-03-26,2020-06-16,39.4261,-121.3542
4441291007,user,4441291007,Las Flores,California,92688,United States,1977-11-15,2021-10-13,33.584,-117.6237
4441291005,user,4441291005,Winters,Texas,79567,United States,1991-04-16,2022-01-16,31.9564,-99.9292
4441291008,user,4441291008,Eckhart Mines,Maryland,21532,United States,1973-02-14,2021-12-28,39.6552,-78.8941
4441291003,user,4441291003,Stone Ridge,New York,12440,United States,1980-12-05,2023-09-13,41.8436,-74.1518
4441291011,user,4441291011,Hardin,Kentucky,42048,United States,1995-06-22,2019-03-26,36.7651,-88.3023
4441291014,user,4441291014,Itmann,West Virginia,24847,United States,1979-06-22,2016-05-02,37.5734,-81.4146
5552491001,user,5552491001,Portis,Kansas,67474,United States,1980-06-07,2018-03-25,39.5638,-98.6916
5552491010,user,5552491010,Grand Saline,Texas,75140,United States,1970-12-11,2020-03-17,32.6776,-95.7114
5552491005,user,5552491005,Belhaven,North Carolina,27810,United States,1973-03-22,2017-08-01,35.5428,-76.6232
5552491009,user,5552491009,Bradford,Iowa,50126,United States,1976-11-19,2017-01-27,42.6367,-93.2524
5552491007,user,5552491007,Big Creek,West Virginia,25505,United States,1986-10-04,2015-12-26,38.0054,-82.0361
5552491002,user,5552491002,Seltzer,Pennsylvania,17901,United States,1972-01-24,2020-04-24,40.696,-76.2366
5552491003,user,5552491003,Apache,Oklahoma,73006,United States,1989-06-16,2023-11-21,34.8937,-98.3584
5552491004,user,5552491004,Los Minerales,Texas,78045,United States,1982-03-28,2018-07-13,27.6555,-99.6179
5552491006,user,5552491006,Midvale,Idaho,83645,United States,1975-10-05,2018-05-16,44.4618,-116.7435
5552491008,user,5552491008,Worthing,South Dakota,57077,United States,1993-07-15,2022-07-03,43.33,-96.7683
5552491000,user,5552491000,Sandy,Oregon,97055,United States,1986-01-06,2022-09-07,45.3988,-122.2697
6662391005,user,6662391005,Tetherow,Oregon,97702,United States,2000-09-12,2022-02-13,44.0389,-121.3667
6662391009,user,6662391009,Heron Lake,Minnesota,56137,United States,1982-04-08,2022-12-17,43.7981,-95.3197
